"title","writer","pony","dialog"
"Bats!","Merriwether Williams","Pinkie Pie","Then what are we waiting for? Let's save Fluttershy before that thing eats us all!"
"Bats!","Merriwether Williams","Rainbow Dash","Hit the deck!"
"Bats!","Merriwether Williams","Pinkie Pie","Follow that bat!"
"Bats!","Merriwether Williams","Rarity","I can't believe we lost her!"
"Bats!","Merriwether Williams","Twilight Sparkle","Oh, Fluttershy, where are you?"
"Bats!","Merriwether Williams","Applejack","Look out! Whoa!"
"Bats!","Merriwether Williams","Rainbow Dash","If she keeps this up, your whole crop will be gone in no time!"
"Bats!","Merriwether Williams","Applejack","That's the least of my worries. I just want my friend back."
"Bats!","Merriwether Williams","Twilight Sparkle","We'll never get her back unless we corner her and catch her so I can reverse the spell!"
"Bats!","Merriwether Williams","Twilight Sparkle","[hushed] There she is!"
"Bats!","Merriwether Williams","Applejack","There she goes!"
"Bats!","Merriwether Williams","Twilight Sparkle","Oh, this is no use. I think the only way we're gonna catch her is if we find a way to lure her closer to us."
"Bats!","Merriwether Williams","Applejack","But even if we can lure her to us, how're we gonna get her to stay still long enough for you to do your reverse spell?"
"Bats!","Merriwether Williams","Pinkie Pie","Aww, if only we had Fluttershy to do her Stare on the Flutterbat."
"Bats!","Merriwether Williams","Twilight Sparkle","[gasps] That's it!"
"Bats!","Merriwether Williams","Twilight Sparkle","Okay, let's get our friend back. Action stations!"
"Bats!","Merriwether Williams","Rainbow Dash","So much for having the winning apple in the Appleloosa State Fair, huh?"
"Bats!","Merriwether Williams","Rainbow Dash","[hushed] She's coming!"
"Bats!","Merriwether Williams","Fluttershy","Oh... where am I?"
"Bats!","Merriwether Williams","Applejack","Thank goodness you're okay!"
"Bats!","Merriwether Williams","Fluttershy","But... what happened to me?"
"Bats!","Merriwether Williams","Pinkie Pie","You turned into a vampire pony!"
"Bats!","Merriwether Williams","Fluttershy","[gasps] I tried to eat ponies?!"
"Bats!","Merriwether Williams","Pinkie Pie","Of course not!"
"Bats!","Merriwether Williams","Fluttershy","So I wasn't a vampire?"
"Bats!","Merriwether Williams","Pinkie Pie","Yes!"
"Bats!","Merriwether Williams","Fluttershy","Yes I was, or yes I wasn't?"
"Bats!","Merriwether Williams","Pinkie Pie","Yes, you were!"
"Bats!","Merriwether Williams","Fluttershy","But I didn't try and eat ponies?"
"Bats!","Merriwether Williams","Pinkie Pie","Yes!"
"Bats!","Merriwether Williams","Fluttershy","I did?!"
"Bats!","Merriwether Williams","Pinkie Pie","No!"
"Bats!","Merriwether Williams","Fluttershy","I'm confused..."
"Bats!","Merriwether Williams","Rarity","Me too... and I was there!"
"Bats!","Merriwether Williams","Applejack","Fluttershy, I'm real sorry I didn't take your suggestion in the first place."
"Bats!","Merriwether Williams","Fluttershy","And don't forget, now you'll get seeds that will grow into even bigger and better apple trees."
"Bats!","Merriwether Williams","Rainbow Dash","Does that mean what I think it means?"
"Bats!","Merriwether Williams","Applejack","Yup! More cider too."
"Bats!","Merriwether Williams","Rainbow Dash","Yea-he-heah, whoo!"
"Bats!","Merriwether Williams","Spike","Okay, got the part about the spell, Fluttershy turning into a bat, building a sanctuary..."
"Bats!","Merriwether Williams","Applejack","Be sure to put in there that I came to see that my short-term solution was a little short-sighted."
"Bats!","Merriwether Williams","Fluttershy","And that you shouldn't let anypony pressure you into doing something that you don't think is right. Sometimes you have to tell even your closest friends 'no'."
"Bats!","Merriwether Williams","Applejack","Now, how about we celebrate our stronger than ever friendship with a nice, ripe, juicy apple?"
"Rarity Takes Manehattan","Dave Polsky","Spike","There you are, Rarity! That's the last of your bags."
"Rarity Takes Manehattan","Dave Polsky","Rarity","Actually, Spike, I've got one last pile of bags, over there. Won't you be a dear?"
"Rarity Takes Manehattan","Dave Polsky","Rarity","An entire week in the fabulous city of Manehattan! Plus, all of my very best friends there with me!"
"Rarity Takes Manehattan","Dave Polsky","Twilight Sparkle","Of course we'd all come along to support you during Fashion Week, Rarity!"
"Rarity Takes Manehattan","Dave Polsky","Fluttershy","Not that you'll need it. We're sure you'll win."
"Rarity Takes Manehattan","Dave Polsky","Rarity","[squeals] I can't begin to tell you how excited I am that you'll all be there with me! However... Perhaps I can show you..."
"Rarity Takes Manehattan","Dave Polsky","Twilight Sparkle","What's that?"
"Rarity Takes Manehattan","Dave Polsky","Pinkie Pie","Ooh, ooh, ooh, I know! A paper fan!"
"Rarity Takes Manehattan","Dave Polsky","Rarity","No, it's<U+0097>"
"Rarity Takes Manehattan","Dave Polsky","Pinkie Pie","A magic trick! You know, where I pick a card and remember what it is and then you put it back in the deck so you can't look at it and<U+0097>"
"Rarity Takes Manehattan","Dave Polsky","Rarity","These are tickets to the hottest musical on Bridleway!"
"Rarity Takes Manehattan","Dave Polsky","Twilight Sparkle","You couldn't mean Hinny of the Hills... because that show's been sold out for months! Or could you?!"
"Rarity Takes Manehattan","Dave Polsky","Rarity","I could. I do."
"Rarity Takes Manehattan","Dave Polsky","Twilight Sparkle","[gasps] Oh, Rarity, you didn't have to do that, but... since you did..."
"Rarity Takes Manehattan","Dave Polsky","Pinkie Pie","This trip is fun already! I love jumping up and down! Whee-hee!"
"Rarity Takes Manehattan","Dave Polsky","Rarity","Come along, ponies! I found us a place to stay only a block from the train station in the very heart of this glorious metropolis!"
"Rarity Takes Manehattan","Dave Polsky","Applejack","Hey, look! That's the theatre where Hinny of the Hills is playin'!"
"Rarity Takes Manehattan","Dave Polsky","Twilight Sparkle","Wow, Rarity! How'd you manage to get us seats for tomorrow night?"
"Rarity Takes Manehattan","Dave Polsky","Rarity","Oh, I gave some designs to the costume designer, so he pulled a few strings."
"Rarity Takes Manehattan","Dave Polsky","Others","Applejack, Cool!"
"Rarity Takes Manehattan","Dave Polsky","Rarity","That is what makes Manehattan so splendid and amazing. You do something nice for somepony, and then you never know when they'll do something nice for you!"
"Rarity Takes Manehattan","Dave Polsky","Applejack","So then you can do something nice for us!"
"Rarity Takes Manehattan","Dave Polsky","Fluttershy","Like get us in to see Hinny of the Hills!"
"Rarity Takes Manehattan","Dave Polsky","Rainbow Dash","Which is only the best musical in all of Equestria!"
"Rarity Takes Manehattan","Dave Polsky","Applejack","It must be good if Rainbow Dash is impressed. Normally she doesn't even like musicals."
"Rarity Takes Manehattan","Dave Polsky","Rainbow Dash","I know. Ponies just bursting into song in random places at the drop of a hat? Who does that?"
"Rarity Takes Manehattan","Dave Polsky","Rarity","Oh, Manehattan, what you do to me Such a huge bustling community And there's always opportunity To do the friendly thing"
"Rarity Takes Manehattan","Dave Polsky","Others","If some are grouchy, pay no mind Surprise instead with something kind Lo and behold, you may just find A smile is what you bring"
"Rarity Takes Manehattan","Dave Polsky","Others","""Luggage Cart"": Welcome to the Manefair Hotel! Please allow me to take those bags to your room for you!"
"Rarity Takes Manehattan","Dave Polsky","Rarity","Only if you'll accept this gratuity first."
"Rarity Takes Manehattan","Dave Polsky","Others","""Luggage Cart"": Oh-ho-ho! I'll get your change!"
"Rarity Takes Manehattan","Dave Polsky","Rarity","Do keep it all. I insist!"
"Rarity Takes Manehattan","Dave Polsky","Rarity","Generosity, I'm here to show all that I can give Generosity, I'm here to set the bar Just sit back and watch how I live"
"Rarity Takes Manehattan","Dave Polsky","Rarity","After you."
"Rarity Takes Manehattan","Dave Polsky","Tourist Pony 1","Why, thank you."
"Rarity Takes Manehattan","Dave Polsky","Rarity","Please, take mine."
"Rarity Takes Manehattan","Dave Polsky","Others","""Wisp"": Wow, okay."
"Rarity Takes Manehattan","Dave Polsky","Rarity","Some may say, ""Rarity, Don't be so big-hearted and bold Treating strangers like they're friends This town's too big and cold"""
"Rarity Takes Manehattan","Dave Polsky","Others","But this is how I play my cards I'm not about to fold Where I see a frown, I go to town Call me the smile patrol"
"Rarity Takes Manehattan","Dave Polsky","Rainbow Dash","Oh, Manehattan, what you do to us"
"Rarity Takes Manehattan","Dave Polsky","Fluttershy","What if you find a Gloomy Gus?"
"Rarity Takes Manehattan","Dave Polsky","Applejack","It's no intimidatin' thing"
"Rarity Takes Manehattan","Dave Polsky","Pinkie Pie","Just be kind without a fuss"
"Rarity Takes Manehattan","Dave Polsky","Rarity","Generosity, I'm here to show all that I can do Generosity, you are the key Manehattan, I'm here just for you Just for you"
"Rarity Takes Manehattan","Dave Polsky","Rarity","[sigh] To think my dresses could soon be displayed on the most glamorous shopping thoroughfare of the most glamorous city in Equestria! Oh, it would be my dream come true!"
"Rarity Takes Manehattan","Dave Polsky","Twilight Sparkle","Is there anything left to do we can help you with?"
"Rarity Takes Manehattan","Dave Polsky","Rarity","Hm, nothing I can think of. The dresses are all completely finished, all made from a fabulous new fabric I've been developing for months. Stretchy, but not clingy. Shimmery, but not showy."
"Rarity Takes Manehattan","Dave Polsky","Fluttershy","Sounds amazing."
"Rarity Takes Manehattan","Dave Polsky","Rarity","There's nothing left for me to do but check in at the runway with my dresses by two this afternoon."
"Rarity Takes Manehattan","Dave Polsky","Pinkie Pie","Oh, that's funny. Because that clock over there makes it seem like that's only ten minutes from now!"
"Rarity Takes Manehattan","Dave Polsky","Rarity","Oh, my ribbons and threads. And the runway ballroom is all the way across town! If I don't get there, I'm disqualified! Taaaaxiii!"
"Rarity Takes Manehattan","Dave Polsky","Fluttershy","Oh, no! We've gotta help her find a cab, now!"
"Rarity Takes Manehattan","Dave Polsky","Rainbow Dash","I'm on it! Hey, buddy! Is this cab taken?"
"Rarity Takes Manehattan","Dave Polsky","Cherry Fizzy","The line ends back there, ""buddy""!"
"Rarity Takes Manehattan","Dave Polsky","Rainbow Dash","Huh? What? Does everypony in this town want a cab?"
"Rarity Takes Manehattan","Dave Polsky","Rarity","I'm afraid getting a taxi at this time could prove almost impossible!"
"Rarity Takes Manehattan","Dave Polsky","Twilight Sparkle","Please won't you let her have this taxi? She has somewhere very important to be right away!"
"Rarity Takes Manehattan","Dave Polsky","Businesspony","Not likely! She can get in line like the rest of us!"
"Rarity Takes Manehattan","Dave Polsky","Twilight Sparkle","Oh, it's no use! The cab drivers just drive right past to get to the next pony in line!"
"Rarity Takes Manehattan","Dave Polsky","Others","""Pronto"": New wheel works like a charm! So now which of you nice folks are hoppin' in?"
"Rarity Takes Manehattan","Dave Polsky","Rarity","Fashion runway plaza in seven minutes. Can you make it?"
"Rarity Takes Manehattan","Dave Polsky","Others","""Pronto"": Hang on!"
"Rarity Takes Manehattan","Dave Polsky","Rarity","Ta-ta!"
"Rarity Takes Manehattan","Dave Polsky","Spike","Whew, that was close."
"Rarity Takes Manehattan","Dave Polsky","Spike","Anypony else got a sneaking suspicion we're forgetting something?"
"Rarity Takes Manehattan","Dave Polsky","Main cast sans Spike","The dresses!"
"Rarity Takes Manehattan","Dave Polsky","Rarity","[out of breath, quickly] Good afternoon, I'm here for Fashion Week!"
"Rarity Takes Manehattan","Dave Polsky","Janine Manewitz","Everypony's gathered in front of the runway and about to start, so you'll just have to bring your dresses along with you and store them backstage later."
"Rarity Takes Manehattan","Dave Polsky","Rarity","My<U+0096> My dresses! How could I possibly forget them?! [gasps] I'm dooooomed!"
"Rarity Takes Manehattan","Dave Polsky","Others","""Luggage Cart"": Got 'em right here, ma'am! Your friends told me you need these in a hurry, so I offered to race 'em over myself. ""Anything for that nice mare,"" I told 'em!"
"Rarity Takes Manehattan","Dave Polsky","Rarity","You're a lifesaver!"
"Rarity Takes Manehattan","Dave Polsky","Rarity","[sighs] I made it! And with seconds to spare! Hello, everypony. Pleased to meet you all."
"Rarity Takes Manehattan","Dave Polsky","Prim Hemline","Rarity, I presume."
"Rarity Takes Manehattan","Dave Polsky","Rarity","You must be Prim Hemline, the host of this grand event. How do you<U+0097>?"
"Rarity Takes Manehattan","Dave Polsky","Prim Hemline","Miss Rarity, how is it that all your competitors are here half an hour early, and yet you arrive seconds before we begin?"
"Rarity Takes Manehattan","Dave Polsky","Rarity","Uhhhh... [chuckles nervously] Just... lucky, I guess."
"Rarity Takes Manehattan","Dave Polsky","Prim Hemline","Once we're done here, you're to finish setting up backstage, so you'll be ready for your run-through appointment. You show your designs last. We keep to a precise schedule, so let's try to be more than a few seconds early, hmm? Tomorrow is the contest to see which one of you gets to stay to meet top designers all across the city. The rest of you must go home early. So sad. Dismissed!"
"Rarity Takes Manehattan","Dave Polsky","Suri Polomare","[chuckles] I'm so glad you made it, Rarity!"
"Rarity Takes Manehattan","Dave Polsky","Rarity","Me too, but everything just seems to keep working out!"
"Rarity Takes Manehattan","Dave Polsky","Suri Polomare","Don't you remember me? Suri Polomare from the Ponyville Knitters League?"
"Rarity Takes Manehattan","Dave Polsky","Rarity","Oh, yes, of course, of course! I<U+0096> I thought you looked familiar, but I couldn't place it. You haven't been back in years!"
"Rarity Takes Manehattan","Dave Polsky","Suri Polomare","Because I moved here to make it in the big city. [laughs], okay?"
"Rarity Takes Manehattan","Dave Polsky","Rarity","Oh, good for you, Sur<U+0097>"
"Rarity Takes Manehattan","Dave Polsky","Suri Polomare","Ooh, it's so good to see you! And now here we are, competing! [laughs], okay?"
"Rarity Takes Manehattan","Dave Polsky","Rarity","Yes, yes. Well, good luck!"
"Rarity Takes Manehattan","Dave Polsky","Suri Polomare","Oh, I don't need luck. Would you like a hoof with your things?"
"Rarity Takes Manehattan","Dave Polsky","Rarity","Why, thank you so much!"
"Rarity Takes Manehattan","Dave Polsky","Suri Polomare","My, your collection is gorgeous!"
"Rarity Takes Manehattan","Dave Polsky","Rarity","Oh now, I'm sure your collection is equally lovely, if not more so!"
"Rarity Takes Manehattan","Dave Polsky","Suri Polomare","It's alright, but nothing like this! Take my culottes, for example <U+0096> they are simply crying out for just the right accent, but I haven't the slightest notion where I<U+0097> [gasps] Actually... just a touch of this fabric could be perfect with it. W<U+0096> Oh, hey, would you mind terribly if I took a swatch?"
"Rarity Takes Manehattan","Dave Polsky","Rarity","Oh, not at all! Here, I have loads extra."
"Rarity Takes Manehattan","Dave Polsky","Suri Polomare","You're sure?"
"Rarity Takes Manehattan","Dave Polsky","Rarity","Positive! Oh, well, it's been wonderful getting caught up, and I don't wish to be rude, but I must finish my preparations and I am a bit late as it... is?"
"Rarity Takes Manehattan","Dave Polsky","Rarity","Hello! I'm here half an hour early for my run-through appointment, just the way Prim likes!"
"Rarity Takes Manehattan","Dave Polsky","Janine Manewitz","Get in line over there. Oh my, that fabric's gorgeous, did you make that yourself?"
"Rarity Takes Manehattan","Dave Polsky","Rarity","Oh, why, yes. It's stretchy, but not clingy. Shimmery<U+0097>"
"Rarity Takes Manehattan","Dave Polsky","Suri Polomare","[simultaneously] Shimmery, but not showy. And the entire line is in the same adorable pattern. It works on everything from skirts to tops to shoes and, [chuckles]..."
"Rarity Takes Manehattan","Dave Polsky","Prim Hemline","Oh, bravo! I've never seen anything like it!"
"Rarity Takes Manehattan","Dave Polsky","Rarity","You stole my fabric!"
"Rarity Takes Manehattan","Dave Polsky","Suri Polomare","[laughs] I didn't steal it, okay? You gave it to me, 'member?"
"Rarity Takes Manehattan","Dave Polsky","Rarity","I gave you the fabric for accents! Not for your whole line! And how could you possibly make all of those outfits out of it so fast?!"
"Rarity Takes Manehattan","Dave Polsky","Suri Polomare","Fast? Hah! Coco Pommel here took practically forever. Nearly got me completely disqualified."
"Rarity Takes Manehattan","Dave Polsky","Coco Pommel","Well, I wanted to make sure you'd win, so I took the extra time to<U+0097>"
"Rarity Takes Manehattan","Dave Polsky","Suri Polomare","Quiet! I pay an assistant to sew and get coffee, not talk. 'Kay?"
"Rarity Takes Manehattan","Dave Polsky","Rarity","[gasps] How could this happen?"
"Rarity Takes Manehattan","Dave Polsky","Suri Polomare","Aw, sweetie, don't blame yourself. It takes some small-town fillies a while to learn it's everypony for herself in the big city, m'kay?"
"Rarity Takes Manehattan","Dave Polsky","Suri Polomare","Hope you realize how fortunate you are to have me as a mentor. Now get me some coffee!"
"Rarity Takes Manehattan","Dave Polsky","Twilight Sparkle","Oh, my gosh, what a great afternoon! That was almost too much fun!"
"Rarity Takes Manehattan","Dave Polsky","Rainbow Dash","Better pace yourself, 'cause the rest of the day is jam-packed!"
"Rarity Takes Manehattan","Dave Polsky","Applejack","First there's the salon appointment to get our manes done."
"Rarity Takes Manehattan","Dave Polsky","Pinkie Pie","Then our fancy dinner at the Far-Afield Tavern!"
"Rarity Takes Manehattan","Dave Polsky","Fluttershy","And after that..."
"Rarity Takes Manehattan","Dave Polsky","Rainbow Dash","Is... everything okay?"
"Rarity Takes Manehattan","Dave Polsky","Pinkie Pie","You got the dresses the bellhop brought you and everything, right?"
"Rarity Takes Manehattan","Dave Polsky","Rainbow Dash","But he said he brought them."
"Rarity Takes Manehattan","Dave Polsky","Twilight Sparkle","Now, Rarity, whatever went wrong, we're all here to help you get through it, no matter what it takes."
"Rarity Takes Manehattan","Dave Polsky","Applejack","Come on, Rarity, buck up! All we need is some fabric and you'll be back in business!"
"Rarity Takes Manehattan","Dave Polsky","Rarity","[gasps] This new line is going to be marvelous! Perhaps even better than the last! It's daring, it's bold! Perhaps I still have a chance after all!"
"Rarity Takes Manehattan","Dave Polsky","Rarity","Twilight! Sew these pieces together according to that pattern there!"
"Rarity Takes Manehattan","Dave Polsky","Twilight Sparkle","You said if we skipped dinner at the Far-Afield Tavern, you'd order a meal for us while we keep working."
"Rarity Takes Manehattan","Dave Polsky","Rarity","Don't fret. It'll be here in an hour. That's not going to be a problem, is it?"
"Rarity Takes Manehattan","Dave Polsky","Rainbow Dash","Well, we're supposed to be watching Hinny of the Hills by then..."
"Rarity Takes Manehattan","Dave Polsky","Rarity","Oh! I see! I go out of my way to get you tickets for a show, and this is how you repay me? By abandoning me in my hour of need? Oh, oh, oh! Fine! Go and see Hinny of the Hills tonight! And then tomorrow morning when you come to see my fashion show without any fashion to show, you can have more entertainment! ""Oh, why look, there's our friend Rarity going down in flames! Isn't friendship magic?!"""
"Rarity Takes Manehattan","Dave Polsky","Twilight Sparkle","Rarity, calm down. What's gotten into you?"
"Rarity Takes Manehattan","Dave Polsky","Rarity","What's gotten into you?! Oh, go ahead! See your little show! Congratu-pony-lations, fillies! Sounds like you've all figured out already it's everypony for herself in this town!"
"Rarity Takes Manehattan","Dave Polsky","Twilight Sparkle","There. That's the last of them."
"Rarity Takes Manehattan","Dave Polsky","Rarity","[gasps] Finally!"
"Rarity Takes Manehattan","Dave Polsky","Twilight Sparkle","You're welcome!"
"Rarity Takes Manehattan","Dave Polsky","Prim Hemline","Let's have another round of applause for Suri Polomare's amazing collection."
"Rarity Takes Manehattan","Dave Polsky","Prim Hemline","That fabric! So original!"
"Rarity Takes Manehattan","Dave Polsky","Suri Polomare","[chuckles] Well look who's here. Here to show off your copycat collection, mm? Heh."
"Rarity Takes Manehattan","Dave Polsky","Prim Hemline","And now, Rarity from Ponyville with her brand new line <U+0096> and I mean ""brand new"" <U+0096> Hotel Chic."
"Rarity Takes Manehattan","Dave Polsky","Rarity","Oh! They're liking it! I think I may have just won this thing! Oh, I can't wait to celebrate with... My friends. They didn't come. What have I done?"
"Rarity Takes Manehattan","Dave Polsky","Prim Hemline","Rarity, they all adore you! Aren't you going to tell them about your fabulous pieces?"
"Rarity Takes Manehattan","Dave Polsky","Rarity","I have to go."
"Rarity Takes Manehattan","Dave Polsky","Prim Hemline","[gasps] Come back at once!"
"Rarity Takes Manehattan","Dave Polsky","Prim Hemline","This is unheard of!"
"Rarity Takes Manehattan","Dave Polsky","Others","""Luggage Cart"": How do you do, ma'am? Contest going well?"
"Rarity Takes Manehattan","Dave Polsky","Rarity","No time to talk. I have to find my friends!"
"Rarity Takes Manehattan","Dave Polsky","Others","""Luggage Cart"": Oh, uh, they're gone already. I saw them headed out this morning."
"Rarity Takes Manehattan","Dave Polsky","Rarity","Oh, no! Back to Ponyville, I imagine. Oh, they worked so hard on my behalf! And I repaid them with unkindness. What have I done?! Oh... here you are."
"Rarity Takes Manehattan","Dave Polsky","Others","""Luggage Cart"": But miss, I<U+0096> I didn't do anything!"
"Rarity Takes Manehattan","Dave Polsky","Rarity","Oh, Manehattan, what have I done? The thought of Fashion Week was fun But I went way too far My friends gave to me in ways so kind And I gave them nothing but a hard time"
"Rarity Takes Manehattan","Dave Polsky","Others","And now alone I stand And now alone I stand"
"Rarity Takes Manehattan","Dave Polsky","Rarity","I need a moment with Prim Hemline. I have to rush back to Ponyville, but I just wanted to thank her first for<U+0097>"
"Rarity Takes Manehattan","Dave Polsky","Suri Polomare","Uh-uh-uh, you'd best steer clear of Prim for a while. She's pretty furious. Isn't that right?"
"Rarity Takes Manehattan","Dave Polsky","Coco Pommel","Um... yes."
"Rarity Takes Manehattan","Dave Polsky","Rarity","There you all are! I can't believe it, I thought you went back home!"
"Rarity Takes Manehattan","Dave Polsky","Twilight Sparkle","We missed the show because we overslept. Suri told us you lost. I'm really sorry."
"Rarity Takes Manehattan","Dave Polsky","Rarity","I lost? You know what? I don't even care. I'm just happy you're all still here after how I treated you. Taking advantage of your friendship the way I did. How could you ever see past it?"
"Rarity Takes Manehattan","Dave Polsky","Applejack","Yeah, you were pretty rotten."
"Rarity Takes Manehattan","Dave Polsky","Rainbow Dash","Wow, Applejack. I know your thing is honesty, but come on!"
"Rarity Takes Manehattan","Dave Polsky","Twilight Sparkle","Last night we may not have seen you at your best, but we know you. And we would never let one thing like that change how we feel about you."
"Rarity Takes Manehattan","Dave Polsky","Rarity","Oh, thank you! You really are the most wonderful friends a pony could have! You know, I already arranged to make it up to you this afternoon! Hope you're all available for an exclusive performance of Hinny of the Hills!"
"Rarity Takes Manehattan","Dave Polsky","Suri Polomare","And that is how it's done. Pretty clever how I convinced her to stay away from Prim, wasn't it? [chuckles] Wouldn't have wanted her to find out the truth now, would we?"
"Rarity Takes Manehattan","Dave Polsky","Hinny of the Hills","[singing] And I'm a dancing pony!"
"Rarity Takes Manehattan","Dave Polsky","Applejack","Wow! That was even better than I imagined!"
"Rarity Takes Manehattan","Dave Polsky","Rainbow Dash","I loved it! [beat] Uh, I mean, it was a'ight."
"Rarity Takes Manehattan","Dave Polsky","Twilight Sparkle","How did you ever get them to agree to do an extra performance just for us?"
"Rarity Takes Manehattan","Dave Polsky","Rarity","Remember my costume designer friend who got me the tickets? Well, I offered to make all the costumes for his next show!"
"Rarity Takes Manehattan","Dave Polsky","Fluttershy","Um, here in Manehattan?"
"Rarity Takes Manehattan","Dave Polsky","Rarity","Well, um... yes... it will keep me away from Ponyville for a while."
"Rarity Takes Manehattan","Dave Polsky","Rarity","But I so wanted you to see this show! And working for this designer is such a great opportunity!"
"Rarity Takes Manehattan","Dave Polsky","Applejack","We know. We're happy for you, Rarity. We're just sad for us."
"Rarity Takes Manehattan","Dave Polsky","Coco Pommel","Mind if I join you?"
"Rarity Takes Manehattan","Dave Polsky","Rarity","Sure. Come on down. This is the first place trophy for Fashion Week. [gasps] With my name on it! But I thought I lost!"
"Rarity Takes Manehattan","Dave Polsky","Coco Pommel","You didn't. You won. Suri was hoping that if you didn't claim your prize, the judges would consider it a forfeit and first place would go to her. So she lied to make you and your friends go away, and, well, I lied too. I've worked for Suri for so long, I started to believe that it really is everypony for herself in this town. Until I saw how generous you were with your friends and how generous they were with you. It made me start believing there was something better for me out there. So, I<U+0096> I quit. I brought you something to say thank you."
"Rarity Takes Manehattan","Dave Polsky","Rarity","Hm. I suppose you'll need a job now that you're no longer with Suri. How would you like to work for my friend making all the costumes for his next show?"
"Rarity Takes Manehattan","Dave Polsky","Rarity","Manehattan was simply grand. It was in this magnificent metropolis that I learned that, while there are ponies who will take advantage of your generosity, you should never, ever let that cause you to abandon your generous spirit. Nothing feels worse than taking advantage of the giving nature of your friends."
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","Whatcha doin'?"
"Pinkie Apple Pie","Natasha Levinger","Twilight Sparkle","Aaagh!"
"Pinkie Apple Pie","Natasha Levinger","Twilight Sparkle","Just some genealogical research."
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","Ohhh. [whispering] I don't know what that is."
"Pinkie Apple Pie","Natasha Levinger","Spike","Genealogy is the study of family history. Y'know, where ponies come from and who they're related to."
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","Ooh, fascinating."
"Pinkie Apple Pie","Natasha Levinger","Twilight Sparkle","Maybe you should pick one from the... top?"
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","Uh-huh... Interesting... I see... Hmm, that makes sense... Not much of a surprise there... WHAT?!? This is the most amazing thing ever! Why didn't you tell me how amazing this is?! Genealogy is better than cotton candy on top of a fountain of chocolate! [thud] You'll never believe who it says I'm related to!"
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","Hey, cousin!"
"Pinkie Apple Pie","Natasha Levinger","Applejack","This is just so excitin', I can hardly believe it!"
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","I know! Isn't it the best?"
"Pinkie Apple Pie","Natasha Levinger","Apple Bloom","I have another sister! I have another sister!"
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","Well, you actually have a fourth cousin twice removed by a fifth cousin, but that's like exactly like a sister!"
"Pinkie Apple Pie","Natasha Levinger","Applejack","I'd try to tone it down a little around non-family members, because I don't want to make them jealous, but..."
"Pinkie Apple Pie","Natasha Levinger","Apple Bloom","This is the best family ever!"
"Pinkie Apple Pie","Natasha Levinger","Applejack","It really is. You are gonna love bein' an Apple. I mean, you've got the playful one..."
"Pinkie Apple Pie","Natasha Levinger","Applejack","The strong one..."
"Pinkie Apple Pie","Natasha Levinger","Big McIntosh","Eeyup."
"Pinkie Apple Pie","Natasha Levinger","Applejack","And of course, there's Granny Smith, who knows everythin' about everythin'!"
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","A Ponyville snail can hibernate for up to forty-eight moons!"
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","Who knew?"
"Pinkie Apple Pie","Natasha Levinger","Applejack","And then there's me. [sniffs, exhales] Do you smell that sweet apple air, Pinkie Pie?"
"Pinkie Apple Pie","Natasha Levinger","Applejack","That was rhetorical. Of course you smell it. You're an Apple now!"
"Pinkie Apple Pie","Natasha Levinger","Apple Bloom","And Applejack is the one responsible for it!"
"Pinkie Apple Pie","Natasha Levinger","Applejack","Aw, Apple Bloom, that is sweet, but--"
"Pinkie Apple Pie","Natasha Levinger","Apple Bloom","It's true! I mean she keeps us all organized and on schedule and does her own part on top of it all!"
"Pinkie Apple Pie","Natasha Levinger","Big McIntosh and Granny Smith","Mm-hmm."
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","I was already super happy as a Pie! And now I get to be a part of this amazing family too?"
"Pinkie Apple Pie","Natasha Levinger","Apple Bloom","It's even more amazin' now that you're in it! [rhythmically] We're family, we're family, you an' me are family!"
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","Best family twirl everrrrrrr!"
"Pinkie Apple Pie","Natasha Levinger","Applejack","Huh, I just can't believe we've never heard anythin' about this before! Hmm..."
"Pinkie Apple Pie","Natasha Levinger","Apple Bloom","What's wrong, sis?"
"Pinkie Apple Pie","Natasha Levinger","Applejack","I'm not seein' where exactly it says we're family."
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","It's riiiiiiiii- [inhales] -iiiiiight here!"
"Pinkie Apple Pie","Natasha Levinger","Applejack","It... is?"
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","Uh-huh. Applesauce of the Apple family lineage is a fourth cousin twice removed of the Pie family!"
"Pinkie Apple Pie","Natasha Levinger","Applejack","I see the part about our great, great auntie Applesauce and fourth cousin twice removed part, but that last bit's awful smudged. Are you sure it says 'Pie'?"
"Pinkie Apple Pie","Natasha Levinger","Pinkie Pie","I guess it is a little smudged, but I see most of it there, and when I read it, I knew in my heart it was true!"
"Pinkie Apple Pie","Natasha Levinger","Granny Smith","Well, ain't that just the sweetest thing!"
